,university,outgoing,incoming,total,pagerank,betweenness,country_code,country_name,country_continent,country_unregion
77,Universitaet Leipzig,2859.0,2452.0,5311.0,0.0013541712042406,0.0021814016940572,DE,Germany,Europe,Western Europe
78,Universiteit Utrecht,2365.0,2945.0,5310.0,0.0013789980352136,0.0011575991900043,NL,Netherlands,Europe,Western Europe
79,Universite Catholique De Louvain,2913.0,2385.0,5298.0,0.0013082670095159,0.0012944802714208,BE,Belgium,Europe,Western Europe
80,University Of Limerick,2485.0,2710.0,5195.0,0.001524325117909,0.0019225763903107,IE,Ireland,Europe,Northern Europe
81,Albert-Ludwigs-Universitaet Freiburg,3144.0,2039.0,5183.0,0.0012860205394449,0.0018125380708577,DE,Germany,Europe,Western Europe
82,Eotvos Lorand Tudomanyegyetem,1755.0,3412.0,5167.0,0.0015505141367927,0.0021201067371732,HU,Hungary,Europe,Eastern Europe
83,Universite De Liege,2169.0,2861.0,5030.0,0.0017801998144294,0.0025349437368926,BE,Belgium,Europe,Western Europe
84,Universidad Pablo De Olavide,2285.0,2711.0,4996.0,0.0013293390644067,0.0021923359624164,ES,Spain,Europe,Southern Europe
85,Uppsala Universitet,1932.0,3059.0,4991.0,0.0012428636152128,0.0004718471178549,SE,Sweden,Europe,Northern Europe
86,Stichting Katholieke Universiteit,1869.0,3120.0,4989.0,0.0016003048317773,0.0016266841347141,NL,Netherlands,Europe,Western Europe
87,Universita Degli Studi Di Roma Tor Vergata,2981.0,1964.0,4945.0,0.001113316805439,0.0016567460739894,IT,Italy,Europe,Southern Europe
88,Kungliga Tekniska Hoegskolan,1538.0,3393.0,4931.0,0.0008467617670404,0.0002914801260435,SE,Sweden,Europe,Northern Europe
89,Vysoka Skola Ekonomicka V Praze,2815.0,2112.0,4927.0,0.0008229761346526,0.0004034623674257,CZ,Czech Republic,Europe,Eastern Europe
90,Uniwersytet Im. Adama Mickiewicza W Poznaniu,2794.0,2124.0,4918.0,0.0010950670620244,0.0029465628974777,PL,Poland,Europe,Eastern Europe
91,Universidad De Alcala,2553.0,2361.0,4914.0,0.0013982599020736,0.0028180506030743,ES,Spain,Europe,Southern Europe
92,The University Of Edinburgh,1796.0,3116.0,4912.0,0.0010580726256836,0.001273813523816,UK,United Kingdom,Europe,Northern Europe
93,Luiss Libera Universita Internazionale Degli Studi Sociali Guido Carli,2868.0,2020.0,4888.0,0.0007541523662031,0.000265503514558,IT,Italy,Europe,Southern Europe
94,Groupe Kedge Business School,2733.0,2134.0,4867.0,0.0007070011695965,0.0003535635322337,FR,France,Europe,Western Europe
95,Uniwersytet Wroclawski,2481.0,2377.0,4858.0,0.0014434804561213,0.0035250753583982,PL,Poland,Europe,Eastern Europe
96,Univerzita Komenskeho V Bratislave,2709.0,2144.0,4853.0,0.0012471048441061,0.0036521507842242,SK,Slovakia,Europe,Eastern Europe
97,Goeteborgs Universitet,1666.0,3184.0,4850.0,0.0023836139487463,0.0073183693771549,SE,Sweden,Europe,Northern Europe
98,Universita Di Pisa,2711.0,2128.0,4839.0,0.0015233181927097,0.003582220371571,IT,Italy,Europe,Southern Europe
99,Universidad De La Iglesia De Deusto Entidad Religiosa,2328.0,2409.0,4737.0,0.0011491176251599,0.0020254324970008,ES,Spain,Europe,Southern Europe
100,Universita Ca' Foscari Venezia,3222.0,1508.0,4730.0,0.0010728444296355,0.0008015639629448,IT,Italy,Europe,Southern Europe
101,Universita Degli Studi Di Genova,2895.0,1830.0,4725.0,0.001330545218413,0.0028431955855921,IT,Italy,Europe,Southern Europe
102,Linkopings Universitet,1488.0,3236.0,4724.0,0.0013850920060185,0.0014614374193785,SE,Sweden,Europe,Northern Europe
103,Eberhard Karls Universitaet Tuebingen,2852.0,1856.0,4708.0,0.0011806327824657,0.0010780207449216,DE,Germany,Europe,Western Europe
104,Johannes Gutenberg-Universitat Mainz,2610.0,2029.0,4639.0,0.0012523295702091,0.0032534095724693,DE,Germany,Europe,Western Europe
105,Universidad De Cadiz,1263.0,3371.0,4634.0,0.001566151001265,0.0030041243542893,ES,Spain,Europe,Southern Europe
106,Universidad Pontificia Comillas,2078.0,2551.0,4629.0,0.0011778209249949,0.0016512848166784,ES,Spain,Europe,Southern Europe
107,"University College Cork -  National University Of Ireland, Cork",1445.0,3172.0,4617.0,0.0011008960613315,0.00052083799905,IE,Ireland,Europe,Northern Europe
108,Copenhagen Business School,2418.0,2189.0,4607.0,0.0008131825908352,0.0002434478167403,DK,Denmark,Europe,Northern Europe
109,Ceska Zemedelska Univerzita V Praze,1537.0,3066.0,4603.0,0.0012492464920943,0.0032516478113977,CZ,Czech Republic,Europe,Eastern Europe
110,Universidad De Almeria,2244.0,2349.0,4593.0,0.0012103164944201,0.003633787662449,ES,Spain,Europe,Southern Europe
111,Universidad De Vigo,2553.0,2032.0,4585.0,0.0016056330117651,0.0075193548989158,ES,Spain,Europe,Southern Europe
112,Universidad De Huelva,1719.0,2816.0,4535.0,0.001593695286365,0.0034536271598804,ES,Spain,Europe,Southern Europe
113,Universita Cattolica Del Sacro Cuore,2871.0,1652.0,4523.0,0.0010418577787808,0.0011536549372273,IT,Italy,Europe,Southern Europe
114,Universita Degli Studi Di Perugia,2426.0,2093.0,4519.0,0.0011002689566198,0.0028135679334223,IT,Italy,Europe,Southern Europe
115,Erasmus Universiteit Rotterdam,2192.0,2326.0,4518.0,0.0009838194720892,0.0004551348784068,NL,Netherlands,Europe,Western Europe
116,Universitaet Hamburg,2860.0,1631.0,4491.0,0.0010245918584131,0.0016717864447507,DE,Germany,Europe,Western Europe
117,Georg-August-Universitat Gottingenstiftung Offentlichen Rechts,3106.0,1376.0,4482.0,0.0009873934297548,0.0013591273192417,DE,Germany,Europe,Western Europe
118,Rheinisch-Westfaelische Technische Hochschule Aachen,2288.0,2142.0,4430.0,0.0011634778935843,0.0015256572655293,DE,Germany,Europe,Western Europe
119,Vysoke Uceni Technicke V Brne,2027.0,2382.0,4409.0,0.0012788728745819,0.0042333169841223,CZ,Czech Republic,Europe,Eastern Europe
120,Universita Degli Studi Di Trento,3189.0,1218.0,4407.0,0.0011199273660571,0.0019509870911512,IT,Italy,Europe,Southern Europe
121,Univerza V Mariboru,1334.0,3067.0,4401.0,0.0017436814089419,0.0059226851703486,SI,Slovenia,Europe,Southern Europe
122,Marmara University,2891.0,1490.0,4381.0,0.0012133854515907,0.0047559351422438,TR,Turkey,Asia,Western Asia
123,Universita Degli Studi Di Cagliari,2974.0,1378.0,4352.0,0.0010250232417668,0.0029390395486808,IT,Italy,Europe,Southern Europe
124,"The Provost, Fellows, Foundation Scholars & The Other Members Of Board Of The College Of The Holy & Undivided Trinity Of Queen Elizabeth Near Dublin",1835.0,2477.0,4312.0,0.0009438537401416,0.0005955046596465,IE,Ireland,Europe,Northern Europe
125,University College London,1896.0,2411.0,4307.0,0.0011478587787577,0.0010860104107467,UK,United Kingdom,Europe,Northern Europe
126,Universita Degli Studi Di Verona,2993.0,1299.0,4292.0,0.0009447361517568,0.0015168234605953,IT,Italy,Europe,Southern Europe
127,Neoma Business School,2927.0,1354.0,4281.0,0.0005713045747073,0.0002885844936266,FR,France,Europe,Western Europe
128,Universidad De Jaen,2464.0,1798.0,4262.0,0.0010574847301032,0.003117304605525,ES,Spain,Europe,Southern Europe
129,Hanzehogeschool Groningen Stichting,1981.0,2275.0,4256.0,0.0020260934513051,0.0090291751588936,NL,Netherlands,Europe,Western Europe
130,Universita Degli Studi Di Modena E Reggio Emilia,3018.0,1211.0,4229.0,0.0008904875937218,0.0031398823160049,IT,Italy,Europe,Southern Europe
131,Universite Jean Moulin Lyon Iii,1956.0,2225.0,4181.0,0.000976989720542,0.0004785314649223,FR,France,Europe,Western Europe
132,Universite Grenoble Alpes,2527.0,1652.0,4179.0,0.0013775858593229,0.0020655004840639,FR,France,Europe,Western Europe
133,Budapesti Corvinus Egyetem,1569.0,2595.0,4164.0,0.0011745141522738,0.0010909178837489,HU,Hungary,Europe,Eastern Europe
134,Ceske Vysoke Uceni Technicke V Praze,1470.0,2686.0,4156.0,0.001340708190758,0.0022286861286002,CZ,Czech Republic,Europe,Eastern Europe
135,Universite Paris I Pantheon-Sorbonne,1718.0,2437.0,4155.0,0.000820595463735,0.0003671779119735,FR,France,Europe,Western Europe
136,Ethniko Kai Kapodistriako Panepistimio Athinon,2795.0,1334.0,4129.0,0.0011136894334808,0.0012829793960456,EL,Greece,Europe,Southern Europe
137,Julius-Maximilians-Universitat Wurzburg,2459.0,1653.0,4112.0,0.0010211033967149,0.0012606392115957,DE,Germany,Europe,Western Europe
138,Budapesti Muszaki Es Gazdasagtudomanyi Egyetem,1290.0,2821.0,4111.0,0.0013074030660915,0.0020049872193122,HU,Hungary,Europe,Eastern Europe
139,Friedrich-Alexander-Universitaet Erlangen Nuernberg,2866.0,1229.0,4095.0,0.0008728241802338,0.0012759057474723,DE,Germany,Europe,Western Europe
140,Universidad De Santiago De Compostela,2077.0,2007.0,4084.0,0.0012602416806473,0.0019266484961531,ES,Spain,Europe,Southern Europe
141,Stichting Hogeschool Van Amsterdam,1833.0,2213.0,4046.0,0.0013481631096765,0.0022924288241389,NL,Netherlands,Europe,Western Europe
142,Univerzita Palackeho V Olomouci,2380.0,1611.0,3991.0,0.0011308273128873,0.0039881076727521,CZ,Czech Republic,Europe,Eastern Europe
143,Aalto-Korkeakoulusaatio,1196.0,2787.0,3983.0,0.0016098904912914,0.0022957529364553,FI,Finland,Europe,Northern Europe
144,Universite Lumiere Lyon 2,2053.0,1893.0,3946.0,0.0009174407454415,0.0007158784110599,FR,France,Europe,Western Europe
145,Universidad De Castilla - La Mancha,1814.0,2130.0,3944.0,0.0015459121290417,0.0061790604178944,ES,Spain,Europe,Southern Europe
146,Universidade Da Coruna,1832.0,2111.0,3943.0,0.0012467671786987,0.0031011105503422,ES,Spain,Europe,Southern Europe
147,University Of Leeds,1549.0,2367.0,3916.0,0.000961087342119,0.0008980197016927,UK,United Kingdom,Europe,Northern Europe
148,Universita Degli Studi Di Pavia,2236.0,1647.0,3883.0,0.0010022684015743,0.0010208571230149,IT,Italy,Europe,Southern Europe
149,Universita Degli Studi Di Salerno,2378.0,1499.0,3877.0,0.0010245515500369,0.0021154933826521,IT,Italy,Europe,Southern Europe
150,Technische Universitaet Dresden,1942.0,1919.0,3861.0,0.0012250664875232,0.0019119035306351,DE,Germany,Europe,Western Europe
151,Universita' Degli Studi Di Milano-Bicocca,2588.0,1262.0,3850.0,0.0009995209383266,0.0016012796487282,IT,Italy,Europe,Southern Europe
152,Universite De Nantes,2420.0,1417.0,3837.0,0.000870528811717,0.0009319088598805,FR,France,Europe,Western Europe
153,Universita' Degli Studi Di Siena,1729.0,2038.0,3767.0,0.0012794070690822,0.0016243330464948,IT,Italy,Europe,Southern Europe
154,Politechnika Warszawska,1666.0,2050.0,3716.0,0.0010184911095979,0.0022834193441243,PL,Poland,Europe,Eastern Europe
155,Wirtschaftsuniversitat Wien,1627.0,2075.0,3702.0,0.000702250563471,0.0001332307086847,AT,Austria,Europe,Western Europe
156,Universitat Ramon Llull Fundacio,1591.0,2062.0,3653.0,0.0012396939774871,0.0027385594569358,ES,Spain,Europe,Southern Europe
157,Technische Universiteit Delft,1469.0,2171.0,3640.0,0.0008478337503535,0.000288943677087,NL,Netherlands,Europe,Western Europe
158,University Of Glasgow,1424.0,2205.0,3629.0,0.0009084113023514,0.0002562500495579,UK,United Kingdom,Europe,Northern Europe
159,Universite Paris Ouest Nanterre La Defense,1498.0,2130.0,3628.0,0.0009547740229226,0.0003953922527099,FR,France,Europe,Western Europe
160,Vilniaus Gedimino Technikos Universitetas,1559.0,2053.0,3612.0,0.0013190913722191,0.0032492632890821,LT,Lithuania,Europe,Northern Europe
161,Istanbul Teknik Universitesi,2348.0,1263.0,3611.0,0.0010417920527815,0.0019054072513916,TR,Turkey,Asia,Western Asia
162,Universitat Konstanz,2057.0,1503.0,3560.0,0.0009358897525074,0.000529363630139,DE,Germany,Europe,Western Europe
163,Universiteit Leiden,1617.0,1931.0,3548.0,0.0011724254063356,0.0007381510579244,NL,Netherlands,Europe,Western Europe
164,Instituto Universitario De Lisboa,1456.0,2076.0,3532.0,0.0010236382920339,0.0011167479257022,PT,Portugal,Europe,Southern Europe
165,Universita Degli Studi Di Bari Aldo Moro,2057.0,1475.0,3532.0,0.0009039415053677,0.001679373191192,IT,Italy,Europe,Southern Europe
166,University Of Strathclyde,1473.0,2057.0,3530.0,0.0010137445030166,0.0005107798863522,UK,United Kingdom,Europe,Northern Europe
167,Instituto Politecnico Do Porto,968.0,2561.0,3529.0,0.0020060814568793,0.0114126068535094,PT,Portugal,Europe,Southern Europe
168,Universidad De Extremadura,2397.0,1129.0,3526.0,0.0007553207265099,0.0014107432484311,ES,Spain,Europe,Southern Europe
169,Universita Degli Studi Di Parma,2005.0,1510.0,3515.0,0.000880702339423,0.001529533583648,IT,Italy,Europe,Southern Europe
170,Ruhr-Universitaet Bochum,2258.0,1247.0,3505.0,0.000984189878741,0.0014227020146019,DE,Germany,Europe,Western Europe
171,Stichting Hogeschool Utrecht,1759.0,1738.0,3497.0,0.001145176492804,0.0015274462551231,NL,Netherlands,Europe,Western Europe
172,Universita Degli Studi Di Trieste,2404.0,1083.0,3487.0,0.0008179972474098,0.0009418756841671,IT,Italy,Europe,Southern Europe
173,Stichting Hoger Beroepsonderwijn Haaglanden En Rijnstreek,1771.0,1699.0,3470.0,0.0012783026341235,0.0050885646617046,NL,Netherlands,Europe,Western Europe
174,Umea Universitet,953.0,2500.0,3453.0,0.0013882113528451,0.0013766661521498,SE,Sweden,Europe,Northern Europe
175,Fundacion Universitaria San Pablo-Ceu,1437.0,2011.0,3448.0,0.0011007818308737,0.0014694915822493,ES,Spain,Europe,Southern Europe
176,Yildiz Technical University,2631.0,815.0,3446.0,0.0008475054909933,0.002470249630786,TR,Turkey,Asia,Western Asia
177,Istanbul Üniversitesi,2308.0,1123.0,3431.0,0.000951681568283,0.0040448257248519,TR,Turkey,Asia,Western Asia
178,Universita Degli Studi Di Sassari,2423.0,1002.0,3425.0,0.000798075113357,0.0022204419197343,IT,Italy,Europe,Southern Europe
179,Politechnika Lodzka,1593.0,1802.0,3395.0,0.0009228101151069,0.0035427717428971,PL,Poland,Europe,Eastern Europe
180,Technische Universitat Berlin,1632.0,1761.0,3393.0,0.0009556829507628,0.0007975361089338,DE,Germany,Europe,Western Europe
181,Stichting Vu,1486.0,1901.0,3387.0,0.0008659662827958,0.0002845365670147,NL,Netherlands,Europe,Western Europe
182,The University Of Sheffield,1095.0,2283.0,3378.0,0.0008942934041661,0.0003014943706632,UK,United Kingdom,Europe,Northern Europe
183,Ecole Hautes Etudes Commerciales Nord,1774.0,1603.0,3377.0,0.0006770962924712,0.0003399382955921,FR,France,Europe,Western Europe
184,Chalmers Tekniska Hoegskola Ab,1038.0,2328.0,3366.0,0.0008377263622052,0.0002420084194985,SE,Sweden,Europe,Northern Europe
185,Szkola Glowna Handlowa W Warszawie,1879.0,1475.0,3354.0,0.0008356128329996,0.0005520337284717,PL,Poland,Europe,Eastern Europe
186,Syddansk Universitet,1504.0,1848.0,3352.0,0.0013295321225376,0.0016624992978601,DK,Denmark,Europe,Northern Europe
187,Universita Ta Malta,1385.0,1944.0,3329.0,0.001729409856354,0.0035490860499435,MT,Malta,Europe,Southern Europe
188,Stichting Fontys,1561.0,1768.0,3329.0,0.0016521085975025,0.0076042924662998,NL,Netherlands,Europe,Western Europe
189,Cardiff University,1089.0,2231.0,3320.0,0.0008825399634886,0.0002782928877794,UK,United Kingdom,Europe,Northern Europe
190,Rheinische Friedrich-Wilhelms-Universitat Bonn,1939.0,1378.0,3317.0,0.001017956402853,0.0011876497617156,DE,Germany,Europe,Western Europe
191,Universitatea Babes Bolyai,2028.0,1283.0,3311.0,0.0013489127251812,0.0048975848938895,RO,Romania,Europe,Eastern Europe
192,Universite Du Luxembourg,2635.0,658.0,3293.0,0.0006381986275559,0.0004834771109817,LU,Luxembourg,Europe,Western Europe
193,Universitaet Regensburg,1784.0,1508.0,3292.0,0.0007787041215316,0.0004804999717193,DE,Germany,Europe,Western Europe
194,Universidad De Leon,2057.0,1222.0,3279.0,0.0009207906587324,0.0022832858814306,ES,Spain,Europe,Southern Europe
195,Turun Yliopisto,1525.0,1751.0,3276.0,0.0010118797318393,0.0005979566935738,FI,Finland,Europe,Northern Europe
196,Universitaet Graz,1301.0,1971.0,3272.0,0.0013179683075545,0.0013466409120159,AT,Austria,Europe,Western Europe
197,The University Of Warwick,1448.0,1812.0,3260.0,0.0008219251960088,0.0003031474351614,UK,United Kingdom,Europe,Northern Europe
198,Universiteit Antwerpen,1408.0,1851.0,3259.0,0.0013405004864717,0.0018356031090097,BE,Belgium,Europe,Western Europe
199,Universite De Bordeaux,2002.0,1250.0,3252.0,0.0010243984635574,0.0013600095850207,FR,France,Europe,Western Europe
200,Johann Wolfgang Goethe-Universitatfrankfurt Am Main,1969.0,1255.0,3224.0,0.0009636599952269,0.0008586378234208,DE,Germany,Europe,Western Europe
201,Universidade Do Minho,1656.0,1552.0,3208.0,0.0011130756622571,0.0028507121729002,PT,Portugal,Europe,Southern Europe
202,National University Of Ireland Galway,1385.0,1821.0,3206.0,0.000725260072868,0.0002003856285441,IE,Ireland,Europe,Northern Europe
203,Universidad De La Laguna,1198.0,1956.0,3154.0,0.0011458042484761,0.0021693370086644,ES,Spain,Europe,Southern Europe
