,university,outgoing,incoming,total,pagerank,betweenness
1648,Efrei Paris,111.0,20.0,131.0,9.52551108846868e-05,7.072283234021273e-07
1649,ECAM Strasbourg-Europe,119.0,12.0,131.0,9.376497291018738e-05,5.858145496678214e-06
1650,UNIVERSITATEA DE STIINTE AGRICOLE SI MEDICINA VETERINARA A BANATULUI REGELE MIHAI I AL ROMANIEI DIN TIMISOARA,85.0,45.0,130.0,0.0001141270956431046,3.7365228820498294e-05
1651,Institut Supérieur des Biotechnologies de Paris,116.0,14.0,130.0,0.00010223450868956123,3.646094113715457e-06
1652,INSTITUT SUPERIEUR DE MECANIQUE DE PARIS,77.0,53.0,130.0,9.196323322812723e-05,1.4571930190233323e-06
1653,INSTITUT DEL TEATRE,53.0,77.0,130.0,0.0004536756521107668,0.00023796125503028974
1654,TOBB EKONOMI VE TEKNOLOJI UNIVERSITESI,123.0,6.0,129.0,7.391053727532597e-05,8.866555488683866e-06
1655,UNIVERSITE BORDEAUX I,0.0,128.0,128.0,0.00026368563096624555,0.0
1656,VYSOKA SKOLA MANAZMENTU V TRENCINE,87.0,41.0,128.0,9.40666242878338e-05,2.527735792714557e-06
1657,ST MARY'S UNIVERSITY COLLEGE TWICKENHAM,8.0,120.0,128.0,0.00019890726514355014,0.0002996962150253579
1658,Escola Superior de Tecnologias de Fafe,21.0,107.0,128.0,0.00024258682754097117,0.0006125045348777117
1659,TOP EDUCATION,55.0,73.0,128.0,0.0001038750766990593,1.856180665060024e-06
1660,"Conservatorio Superior de Música ""Manuel Castillo"" de Sevilla",60.0,67.0,127.0,0.00045160330563207295,0.0006725381286783492
1661,UNIVERSITY OF THE HIGHLANDS AND ISLANDS LBG,4.0,123.0,127.0,0.0002838351452707975,9.670509635560204e-06
1662,Recep Tayyip Erdogan Universitesi,118.0,8.0,126.0,7.819198145182585e-05,1.4315177518766335e-05
1663,"Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement",126.0,0.0,126.0,5.550937588093733e-05,0.0
1664,Fondation La Mache,106.0,20.0,126.0,8.17891718597608e-05,3.616832333976562e-06
1665,Accademia di Belle Arti di Bari,55.0,71.0,126.0,0.00017330491725640125,0.0001272385574426077
1666,Technological Education Institute of Serres,52.0,74.0,126.0,0.00011734278419672556,6.547871296891167e-06
1667,Ordu Üniversitesi,123.0,3.0,126.0,8.328178102517421e-05,0.0003180094741491591
1668,Generolo Jono Zemaicio Lietuvos karo akademija,96.0,29.0,125.0,0.00012397739609428814,3.700347574734073e-06
1669,Det Kongelige Danske Musikkonservatorium,50.0,75.0,125.0,0.000521641950023522,5.4995570623744787e-05
1670,"Escuela Superior de Diseño y Moda, S.L.",68.0,57.0,125.0,0.00022155241677011193,8.171178520165911e-05
1671,PLYMOUTH COLLEGE OF ART,19.0,106.0,125.0,0.00030494374008058824,3.109260863600567e-05
1672,SRUC,7.0,118.0,125.0,0.0001629481850629824,3.4334174641523963e-06
1673,Accademia di Belle Arti di Firenze,51.0,73.0,124.0,0.00022533370841053965,6.250565990992672e-05
1674,Wyzsza Szkola Przedsiebiorczosci i Administracji w Lublinie,93.0,31.0,124.0,9.725667686333939e-05,4.774068389079315e-06
1675,BISHOP GROSSETESTE UNIVERSITY COLLEGE LINCOLN,7.0,117.0,124.0,0.00010239890512362952,1.1314621150521097e-06
1676,SSML Gregorio VII,99.0,24.0,123.0,0.000113783249478254,2.4412041447460646e-05
1677,Institut für Fremdsprachen und Auslandskunde bei der Universität Erlangen-Nürnberg,28.0,95.0,123.0,0.00011939838471419664,7.425040306741474e-07
1678,ESCUELA DE ARTE 10,50.0,73.0,123.0,0.0003183723232652957,0.0008000892530334299
1679,GUMUSHANE UNIVERSITY,121.0,1.0,122.0,5.915259840553467e-05,1.4539579048872015e-05
1680,Lietuvos verslo kolegija,33.0,89.0,122.0,0.0002058684586352115,0.0003410598659589456
1681,FUNDACIÓN JESUITAS EDUCACIÓN/FUNDACIÓ JESUÏTES EDUCACIÓ,111.0,11.0,122.0,0.00010678281917313993,5.5663706405923056e-06
1682,"Christelijke Hogeschool Ede, Christian University of Applied Sciences",104.0,18.0,122.0,9.352747872873191e-05,1.4257464845433492e-05
1683,KILIS 7 ARALIK UNIVERSITESI,117.0,4.0,121.0,6.722392968590278e-05,0.00031269592897118707
1684,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI,110.0,11.0,121.0,7.189180562470823e-05,5.305095600123538e-07
1685,Evangelische Hochschule Ludwigsburg,104.0,16.0,120.0,0.00011744057226673654,4.909811102215595e-05
1686,LIVERPOOL HOPE UNIVERSITY,21.0,98.0,119.0,0.00011973929711291839,3.479079289902576e-05
1687,ECOLE PRATIQUE DES HAUTES ETUDES,10.0,109.0,119.0,0.0002471808834226475,2.0961644494731575e-05
1688,Visoka skola za menadzment i dizajn Aspira,11.0,108.0,119.0,0.00025714162534549794,0.00038070462608949627
1689,Hochschule für Musik Detmold,26.0,93.0,119.0,0.00043222018380009963,4.362921103240713e-05
1690,Formatic Barna SA,42.0,77.0,119.0,0.0001638068947947551,1.6505875044985468e-05
1691,Haute Ecole de la Communauté française Albert Jacquard,84.0,35.0,119.0,0.00013294978671900723,2.2239191961710042e-05
1692,NUH NACI YAZGAN UNIVERSITY,118.0,0.0,118.0,5.550937588093733e-05,0.0
1693,International Hochschule Bad Honnef.Bonn,35.0,83.0,118.0,0.00011424153979942186,3.67753609833476e-06
1694,Wyzsza Szkola Finansow i Zarzadzania w Bialymstoku,12.0,106.0,118.0,9.328181714361074e-05,9.349871172145417e-06
1695,SISEKAITSEAKADEEMIA,18.0,100.0,118.0,0.00028813321079966997,9.099286220262533e-05
1696,AKADEMIA SZTUK PIEKNYCH W KATOWICACH,47.0,71.0,118.0,0.0002256234838144289,3.781986695871701e-05
1697,ROYAL CONSERVATOIRE OF SCOTLAND,46.0,72.0,118.0,0.0005360189020796457,0.0005684692696655378
1698,INSTITUT NATIONAL SUPERIEUR DES SCIENCES AGRONOMIQUES DE L'ALIMENTATION ET DE L'ENVIRONEMENT,103.0,14.0,117.0,8.175558718620903e-05,5.072422116922782e-06
1699,ECOLE SUPERIEURE D'ART ET DE DESIGN D'ORLEANS,53.0,63.0,116.0,0.00017040752133825704,5.62394967587733e-05
1700,Panstwowa Wyzsza Szkola Zawodowa w Elblagu,44.0,72.0,116.0,8.704108899460256e-05,5.172725441562325e-06
1701,Akademia Muzyczna imienia Karola Lipinskiego we Wroclawiu,83.0,33.0,116.0,0.000236899275405419,0.0002708527111906618
1702,Fachhochschule Westküste,99.0,17.0,116.0,8.73185111986902e-05,8.644228420453827e-06
1703,TOROS UNIVERSITY,115.0,1.0,116.0,6.631020618111052e-05,6.611914527546448e-06
1704,ECOLE NATIONALE SUPERIEURE DE CREATION INDUSTRIELLE,44.0,71.0,115.0,0.00022667664655852935,9.375556693403451e-06
1705,Design Academy Eindhoven,66.0,49.0,115.0,0.0002480379356827041,1.483378423712022e-05
1706,Ecole Nationale Superieure de Techniques Avancees,85.0,30.0,115.0,0.00013396434119846895,1.9030290504523e-07
1707,KATHOLISCHE FACHHOCHSCHULE NORDRHEIN-WESTFALEN,105.0,10.0,115.0,0.00011097001563701832,0.00031255685663088463
1708,HOGSKULEN I SOGN OG FJORDANE,31.0,83.0,114.0,0.0001922533187916241,1.260501169977485e-05
1709,Akademia Polonijna w Czestochowie,90.0,24.0,114.0,7.120544615171298e-05,4.512455091679898e-06
1710,AHI EVRAN UNIVERSITESI,109.0,5.0,114.0,6.843261518290456e-05,1.0773753147514083e-05
1711,Gornoslaska Wyzsza Szkola Handlowa im. Wojciecha Korfantego,6.0,107.0,113.0,0.0001611412267935744,3.851870976008069e-05
1712,Bergen Arkitekthøgskole,45.0,68.0,113.0,0.00019619877945006276,1.8992806266382143e-05
1713,STIFTUNG TIERAERZTLICHE HOCHSCHULE HANNOVER,42.0,70.0,112.0,0.00014024251087139443,5.8300122920258965e-06
1714,TALLINNA TERVISHOIU KÕRGKOOL,12.0,100.0,112.0,0.00019860106975359195,0.00032479803960435593
1715,YENI YUZYIL UNIVERSITY,87.0,25.0,112.0,0.00011952262390245425,4.462078834761447e-05
1716,ECOLE NATIONALE D'INGENIEURS DE SAINT-ETIENNE,98.0,14.0,112.0,7.800311503361595e-05,1.9402754469533487e-06
1717,Association Educative La Salle St Louis  Ste Barbe (de l'Ensemble Scolaire St Louis Ste Barbe),108.0,3.0,111.0,6.258507505939579e-05,7.04385056081315e-07
1718,"Bankovni institut vysoka skola, a.s.",30.0,81.0,111.0,0.00016025572247036683,4.973571951538546e-05
1719,ECOLE NATIONALE DE LA STATISTIQUE ET DE L'ANALYSE DE L'INFORMATION,88.0,22.0,110.0,0.00010180892100749744,1.5365561136989535e-05
1720,Kujawsko - Pomorska Szkola Wyzsza w Bydgoszczy,16.0,94.0,110.0,8.956204303036265e-05,4.890512004385621e-06
1721,ECOLE NATIONALE VETERINAIRE D'ALFORT,45.0,64.0,109.0,0.00010981079060768954,3.5434161367741906e-07
1722,Conservatorio Superior de Música de Canarias,63.0,46.0,109.0,0.00020034122965133412,0.00048788409370776703
1723,CONSERVATORIO SUPERIOR DE MUSICA OSCAR ESPLA,92.0,17.0,109.0,0.000133587414410486,0.00026290447167682423
1724,Conservatoire royal de Bruxelles,40.0,69.0,109.0,0.0004965305712681098,0.00033512831771332697
1725,"Prazska vysoka skola psychosocialnich studii, s.r.o",31.0,78.0,109.0,0.00011306804446017786,5.863667086978787e-06
1726,"INTERACTUM UNIVERSITY OF APPLIED SCIENCES, TEACHER TRAINING DEPARTMENT HOGESCHOOL KATHOLIEKE PABO ZWOLLE",41.0,68.0,109.0,0.00014711050687235937,7.365336218180273e-06
1727,JACOBS UNIVERSITY BREMEN GGMBH,70.0,39.0,109.0,0.0001092212301033213,1.0933394902328774e-06
1728,Panstwowa Szkola Wyzsza im. Papieza Jana Pawla II w Bialej Podlaskiej,28.0,81.0,109.0,9.096727061159323e-05,2.6000613736402528e-05
1729,INSTITUT LIMAYRAC,64.0,44.0,108.0,0.00012895669372519597,1.1635541417078262e-05
1730,Ecole Nationale Supérieure de Paysage de Versailles,79.0,29.0,108.0,0.00010283906619838859,4.320480428940701e-07
1731,Wyzsza Szkola Gospodarki Euroregionalnej im. Alcide De Gasperi w Jozefowie,30.0,78.0,108.0,0.00014069066673450025,8.098586479862464e-05
1732,Hochschule für Bildende Künste Braunschweig,66.0,42.0,108.0,0.0002860439653074903,0.00012981190236445775
1733,ESCUELA DE ARTE DE MURCIA,37.0,70.0,107.0,0.00015481311843372955,6.296221497807448e-05
1734,SINOP UNIVERSITESI,105.0,2.0,107.0,7.008074793838558e-05,4.752154851275013e-06
1735,CONSERVATORIO SUPERIOR DE MÚSICA DE CASTILLA Y LEÓN,77.0,30.0,107.0,0.00023532584345396692,8.851646136421261e-05
1736,UNIVERSITY OF EAST LONDON,8.0,99.0,107.0,0.00016977509531609575,3.7061796671421082e-06
1737,Hochschule für Gestaltung Offenbach am Main,72.0,35.0,107.0,0.0002796988669228868,9.183282857490965e-05
1738,MALTA COLLEGE OF ARTS SCIENCE AND TECHNOLOGY,39.0,68.0,107.0,0.0001381433794518318,0.00011834651451716816
1739,UNIVERSITE DE NOUVELLE CALEDONIE,50.0,56.0,106.0,0.00011143384131694775,1.7333621158800237e-06
1740,"QUEEN MARGARET UNIVERSITY, EDINBURGH",39.0,67.0,106.0,0.00013915719059305753,6.445538600907211e-06
1741,ECOLE NATIONALE SUPERIEURE DE L'ELECTRONIQUE ET DE SES APPLICATIONS,98.0,8.0,106.0,7.519262644722007e-05,7.105824009549691e-07
1742,"Real Conservatorio Superior de Música ""Victoria Eugenia""",78.0,27.0,105.0,0.00021615812276856795,0.00017551454181494018
1743,Medical University Of Varna,82.0,23.0,105.0,8.449457555373828e-05,3.3057351071728857e-06
1744,ECOLE SUPERIEURE DE COMMERCE INTERNATIONAL,52.0,52.0,104.0,0.0001126662225870412,0.00029848440673782697
1745,BRUNEL UNIVERSITY LONDON,45.0,59.0,104.0,0.00014712628856445402,1.3830258914592014e-05
1746,Real Conservatorio Superior de Música de Madrid,47.0,57.0,104.0,0.0004059315608199891,0.00011397827718438474
1747,Wyzsza Szkola Oficerska Sil Powietrznych,62.0,41.0,103.0,0.00011725278986152263,5.480890301093628e-05
1748,Akademia Muzyczna im. Karola Szymanowskiego,60.0,43.0,103.0,0.0002842075086923108,9.230588582481588e-05
1749,Ecole Supérieure d'Ingénieurs des Travaux de la Construction de Caen,93.0,10.0,103.0,7.271028527835286e-05,5.652259514022863e-07
1750,EURECOM,0.0,103.0,103.0,0.00012096114613421668,0.0
1751,FUNDACIO PRIVADA PER A L'ESCOLA SUPERIOR DE MUSICA DE CATALUNYA,18.0,84.0,102.0,0.0005108604848940487,6.340973616391367e-05
1752,"NATIONAL ACADEMY OF MUSIC""PROF.PANCHO VLADIGEROV""",87.0,15.0,102.0,0.00015283832115175322,0.00026625177617194086
1753,UNIVERZITET VO TETOVO,90.0,11.0,101.0,6.331891018734304e-05,1.0080653542570942e-05
1754,Istituto Superiore per le Industrie Artistiche Faenza,47.0,54.0,101.0,0.00021388066598365506,0.0003127191324694673
1755,VYSOKA SKOLA BEZPECNOSTNEHO MANAZERSTVA V KOSICIACH NEZISKOVA ORGANIZACIA,32.0,69.0,101.0,0.00011318076897054482,2.0095520479576088e-05
1756,STICHTING HAS OPLEIDINGEN,60.0,41.0,101.0,0.00016369495868032882,4.476530804331731e-05
1757,KIRKLARELI UNIVERSITESI,97.0,4.0,101.0,6.383910322361308e-05,0.0002955905365575245
1758,BSP Business School Berlin GmbH,50.0,51.0,101.0,0.00012459647738688882,8.546867514754639e-06
1759,Association de Gestion des Ecoles des Sciences de la Vie,101.0,0.0,101.0,5.550937588093733e-05,0.0
1760,ECOLE SUPERIEURE DES BEAUX-ARTS TOURS ANGERS LE MANS,82.0,19.0,101.0,0.00014344758495836104,4.149455206727268e-05
1761,CHIMIKOTECHNOLOGITCHEN I METALURGITCHEN UNIVERSITET,67.0,33.0,100.0,9.358254411318378e-05,9.83419555665856e-06
1762,INSTITUT PAUL BOCUSE ECOLE DE MANAGEMENT,71.0,29.0,100.0,0.00013576387722305348,2.7719743113240105e-05
1763,LCC International University,61.0,39.0,100.0,0.00010320805711245937,9.187979351939369e-06
1764,Télécom SudParis,69.0,30.0,99.0,0.0001098603844986343,1.2394805653679332e-06
1765,ERNST-ABBE-HOCHSCHULE JENA,58.0,41.0,99.0,0.00012046301874955856,5.7724591306852296e-05
1766,SIRNAK UNIVERSITY,98.0,0.0,98.0,5.550937588093733e-05,0.0
1767,Académie Royale des Beaux-Arts de Liege - Ecole Supérieure des Arts de la Ville de Liège,40.0,58.0,98.0,0.00022396353762460275,0.0004700176348536303
1768,LEEDS TRINITY UNIVERSITY,7.0,91.0,98.0,0.00011596699188088036,2.230530886804716e-06
1769,ECOLE NATIONALE VETERINAIRE DE TOULOUSE,28.0,70.0,98.0,0.00010524694970815126,1.3262282152959921e-06
1770,Rytmisk Musikkonservatorium,32.0,66.0,98.0,0.00037040365180326294,1.2752908433729702e-05
1771,LATVIJAS SPORTA PEDAGOGIJAS AKADEMIJAS,48.0,49.0,97.0,0.00013597931167160855,9.986336410938732e-06
1772,Technische Hochschule Bingen,65.0,32.0,97.0,0.0001270101002458147,3.63844946073748e-05
1773,Cooperativa de Ensino Superior de Serviço Social,42.0,55.0,97.0,0.0001194380064586728,6.733694768641227e-06
1774,"Pontifical University, St Patrick's College Maynooth",9.0,88.0,97.0,0.00033967476453557215,0.000941350499024057
1775,GESELLSCHAFT FÜR PRAXISBEZOGENE FORSCHUNG UND WISSENSCHAFTLICHE LEHRE GGMBH,59.0,38.0,97.0,0.00011606135941021883,6.138320776164834e-06
1776,Malopolska Wyzsza Szkola Ekonomiczna,23.0,74.0,97.0,0.00020991004229821506,3.2303575784947206e-05
1777,SCUOLA NORMALE SUPERIORE,50.0,46.0,96.0,0.00016211394896681786,0.00029782953178227967
1778,ANTON BRUCKNER PRIVATUNIVERSITAT,43.0,53.0,96.0,0.0003721564697764952,0.00010723115870848199
1779,Gediz Üniversitesi,40.0,56.0,96.0,0.00015848779540767897,2.099602794734448e-05
1780,Conservatorio di Musica Giuseppe Martucci Salerno,61.0,35.0,96.0,0.00014445763107952633,6.47016863718974e-05
1781,UCLAN CYPRUS LIMITED,23.0,73.0,96.0,0.00013307200910197647,4.773922922107817e-06
1782,Wyzsza Szkola Kultury Spolecznej i Medialnej,43.0,53.0,96.0,0.00011285356922045368,1.3708909511546729e-05
1783,Det Kongelige Danske Kunstakademi Billedkunstskolerne,28.0,67.0,95.0,0.00039156848106095134,5.2055252659101285e-05
1784,TRAKIYSKI UNIVERSITET,47.0,47.0,94.0,0.00010176878742165603,2.305973355497093e-05
1785,Transnationale Universiteit Limburg,68.0,26.0,94.0,0.00012535621797040347,3.64308015262525e-06
1786,Pädagogische Hochschule Vorarlberg,91.0,2.0,93.0,7.264994389573244e-05,5.172415232488022e-07
1787,WYZSZA SZKOLA POLICJI W SZCZYTNIE,54.0,39.0,93.0,0.00011627071209450722,4.412372755417486e-05
1788,Fondazione Unicampus San Pellegrino,68.0,25.0,93.0,7.632420137116585e-05,6.772753634991366e-07
1789,Hochschule fuer Musik Karlsruhe,34.0,59.0,93.0,0.0004229155877105685,0.000200180039765005
1790,Kauno technikos kolegija,38.0,55.0,93.0,0.00014027240015643613,0.0003035988575190235
1791,UNIVERSITATEA SPIRU HARET,40.0,53.0,93.0,0.00012910500668992977,3.8952440818471084e-05
1792,AKADEMIA MORSKA W SZCZECINIE AM,81.0,12.0,93.0,6.093093055115791e-05,1.7734853645681642e-06
1793,UNIVERSITY OF SUFFOLK LTD,38.0,54.0,92.0,0.0001323101330277417,5.560696515713175e-06
1794,GROUPE ESC PAU - IFSAC IPC,33.0,59.0,92.0,0.00015344725729647793,1.3797149626627676e-05
1795,Mus Alparslan Universitesi,92.0,0.0,92.0,5.550937588093733e-05,0.0
1796,Escuela Superior de Diseño de Aragón,76.0,16.0,92.0,0.0001593371342658863,2.1654507266007285e-05
1797,EVANGELISCHE HOCHSCHULE DARMSTADT EHD,86.0,6.0,92.0,7.963760919134857e-05,4.750113700277153e-05
1798,Centre Etudes Formation Alpes-Savoie/INSEEC Bachelor Alpes-Savoie,75.0,16.0,91.0,0.00010247652598464402,7.163088109360299e-06
1799,UNIWERSYTET MEDYCZNY W BIALYMSTOKU,43.0,48.0,91.0,0.00010430627323235223,1.3278510844747044e-06
1800,Ecole supérieure d'Art de La Réunion,56.0,35.0,91.0,0.0001437523064917221,2.886094512456216e-05
1801,Ecole supérieure d'art et design Grenoble Valence,53.0,38.0,91.0,0.00023720629882921344,7.983395984754284e-05
1802,"CONSERVATORIO SUPERIOR DE MÚSICA ""SALVADOR SEGUÍ"" DE CASTELLÓN",73.0,18.0,91.0,0.00013196138213222565,9.754792242241808e-05
1803,Kecskemeti Foiskola,21.0,70.0,91.0,0.0001507687346091316,2.0506051501617674e-05
1804,Protestant Theological Institute of Cluj-Napoca,55.0,36.0,91.0,0.0001230924625224094,0.00029190191954642534
1805,Aarhus School of Marine and Technical Engineering,19.0,72.0,91.0,0.00016338167878451122,0.00030425096844586023
1806,UNIVERSITATEA PETROL SI GAZE PLOIESTI,67.0,23.0,90.0,6.886542951494729e-05,2.372129202051557e-06
1807,CONSERVATORIO SUPERIOR DE MUSICA DE MALAGA,62.0,28.0,90.0,0.0002644861392661546,0.0007870022795707012
1808,Musikhochschule Lübeck,45.0,45.0,90.0,0.00026596944257555613,4.9610617732856e-05
1809,AGRAREN UNIVERSITET - PLOVDIV,45.0,45.0,90.0,0.00016902327296865056,0.0003746137294110219
1810,Saint Louis Music Center Srl,54.0,36.0,90.0,0.0002656755535403298,0.00012312685668214242
1811,ROBERT SCHUMANN HOCHSCHULE DUSSELDORF,34.0,56.0,90.0,0.000396539162412246,0.00015769652913376366
1812,ECOLE NATIONALE SUPERIEURE DES MINES DE PARIS,41.0,49.0,90.0,0.00016565607426217107,1.2238051553028662e-06
1813,HØGSKOLEN I ÅLESUND,31.0,58.0,89.0,0.0001659868694228204,1.2925021224947873e-05
1814,ECOLE EUROPEENNE SUPERIEURE DE L'IMAGE,54.0,35.0,89.0,0.00013725357312160835,1.2332091578496078e-05
1815,Accademia di Belle Arti di Frosinone,37.0,52.0,89.0,0.00013219417331403253,6.791572932263239e-05
1816,Gedik University,84.0,5.0,89.0,6.750490928965092e-05,5.712810607622728e-06
1817,Artvin Coruh University,88.0,1.0,89.0,5.94896675375904e-05,9.105997037611998e-07
1818,INSTITUT SUPERIEUR DES ARTS DE TOULOUSE,43.0,46.0,89.0,0.0002908623631427507,0.00013316480899911237
1819,CONSERVATORIO SUPERIOR DE MÚSICA DE VIGO,64.0,25.0,89.0,0.00022463394979758595,0.0004282849992116653
1820,conservatorio superior de música da coruña,71.0,17.0,88.0,0.00012003427177049975,5.950160518002777e-05
1821,Kunst- og designhoegskolen i Bergen,37.0,51.0,88.0,0.0003235372842859738,4.553968277017039e-05
1822,ESCUELA SUPERIOR DE ARTE DRAMÁTICO DE MURCIA,30.0,58.0,88.0,0.00015367416431784893,3.6321675149631196e-05
1823,TECHNOLOGIKO EKPAIDEFTIKO IDRYMA (TEI) DYTIKIS ELLADAS,51.0,37.0,88.0,0.00012575066217547086,0.0003239797777794103
1824,COMMUNAUTE D'UNIVERSITES ET ETABLISSEMENTS UNIVERSITE GRENOBLE ALPES,4.0,84.0,88.0,0.00014742779974772347,5.711832956933582e-07
1825,ATENEUM-Szkola Wyzsza w Gdansku,43.0,45.0,88.0,7.823707358587336e-05,2.829610412388989e-07
1826,UNIVERSITAET DER BUNDESWEHR MUENCHEN,42.0,45.0,87.0,0.00019648146373358938,4.2223070963278784e-05
1827,Fundació Conservatori del Liceu,38.0,49.0,87.0,0.0004146155051152945,0.00036096955680432524
1828,STOCKHOLMS KONSTNARLIGA HOGSKOLA,28.0,59.0,87.0,0.0004814952422985517,0.0003532138557336576
1829,UNIWERSYTET HUMANISTYCZNO-PRZYRODNICZY IM. JANA DLUGOSZA W CZESTOCHOWIE,61.0,26.0,87.0,8.720998356203374e-05,1.164404042321236e-05
1830,Hochschule der Bildenden Künste Saar,33.0,54.0,87.0,0.0002001262704584566,5.8082230822430414e-05
1831,"Higher School of Transport ""Todor Kableshkov""-Sofia",21.0,65.0,86.0,0.00017306710484826608,5.699198231227067e-05
1832,MODUL UNIVERSITY VIENNA GMBH,29.0,57.0,86.0,0.0001495773834429242,3.013593130888122e-06
1833,Ecole nationale supérieure des beaux-arts de Lyon,28.0,58.0,86.0,0.00021765581205426005,2.2051540226843507e-05
1834,Bitlis Eren University,86.0,0.0,86.0,5.550937588093733e-05,0.0
1835,ESIGELEC,60.0,26.0,86.0,0.00012198286356743509,1.1456908814139599e-05
1836,University of Food Technologies,45.0,41.0,86.0,7.79487987212703e-05,5.70924452408036e-06
1837,Fondazione Accademia di Belle Arti di Verona,48.0,38.0,86.0,8.664655530186732e-05,5.807511617795657e-06
1838,UNIVERSITATEA NATIONALA DE EDUCATIE FIZICA SI SPORT DIN BUCURESTI,68.0,17.0,85.0,6.286639309501717e-05,3.452713547629477e-07
1839,AKADEMIA SZTUKI W SZCZECINIE,47.0,38.0,85.0,0.00011227109275263126,0.00011959151838736992
1840,"NEWTON College, a.s.",67.0,18.0,85.0,0.0001357423906617847,0.0006171206558906404
1841,ESKISEHIR TEKNIK UNIVERSITESI,83.0,2.0,85.0,6.0776307008498365e-05,2.4289003904653405e-06
1842,HAUTE ECOLE DE LA VILLE DE LIEGE,69.0,16.0,85.0,8.896313026028808e-05,3.891931223922255e-05
1843,Neumann János Egyetem,49.0,36.0,85.0,0.00010624927628727498,2.0888551856864253e-05
1844,SARL INSTITUT CREAD,82.0,2.0,84.0,5.9835916683747585e-05,1.4519523324081942e-06
1845,ESCOLA D'ART I SUPERIOR DE DISSENY DE CASTELLON,45.0,39.0,84.0,0.00014810492222702698,5.512543727533376e-05
1846,BIRKBECK COLLEGE - UNIVERSITY OF LONDON,30.0,54.0,84.0,0.00013089562982921397,1.117489433377654e-06
1847,HARPER ADAMS UNIVERSITY,1.0,83.0,84.0,0.00010771662302216107,1.1962245881497736e-06
1848,Conservatorio di Musica G.B.Martini,45.0,39.0,84.0,0.00024264616288043408,6.95430960665348e-05
1849,TECHNICAL UNIVERSITY OF VARNA,39.0,45.0,84.0,0.00011497812467365747,1.7964181334601455e-05
1850,UNIVERSITE DE GUYANE,72.0,12.0,84.0,8.783756420163572e-05,4.948745185772095e-07
1851,Accademia della Moda,32.0,52.0,84.0,0.00020149877258044758,4.534860156963066e-05
1852,TECHNOLOGIKO EKPEDEFTIKO IDRIMA STEREAS ELLADAS,76.0,7.0,83.0,7.440463289631545e-05,1.6938259948396867e-06
1853,ecole nationale supérieure d'art de dijon,36.0,47.0,83.0,0.00015684018194656285,4.696884881342735e-05
1854,ACCADEMIA NAZIONALE DI DANZA,23.0,60.0,83.0,0.0003712538812856928,0.0006353825772553971
1855,Ecole Nationale d'Ingénieurs de Brest,75.0,7.0,82.0,8.32888697642003e-05,2.7578667109012113e-06
1856,UNIVERSITATEA DANUBIUS DIN GALATI,39.0,43.0,82.0,7.826954979525299e-05,6.2707937115459e-06
1857,"Conservatorio di Musica ""L. Refice""",53.0,29.0,82.0,0.00012124898917266767,6.429289089050933e-05
1858,Unicorn College s. r. o.,7.0,75.0,82.0,0.0001050442697209648,5.8916075915096925e-06
1859,Erzurum Technical University,81.0,1.0,82.0,5.98178992023343e-05,7.249558132492389e-07
1860,NEAPOLIS UNIVERSITY,32.0,50.0,82.0,0.00018549663669713916,0.00030309328854307837
1861,Tartu Tervishoiu Korgkool,6.0,76.0,82.0,0.00010699788375975253,1.0090780996574304e-06
1862,ECOLE NATIONALE SUPERIEURE DE CHIMIE DE LILLE,51.0,31.0,82.0,0.00011369306964842906,1.5564586819526122e-06
1863,HERTIE SCHOOL OF GOVERNANCE GEMMEINNUTZIGE GMBH,48.0,34.0,82.0,7.72514365693182e-05,8.43390312910301e-09
1864,The University of West London,19.0,62.0,81.0,0.00018293909545581287,2.1130978569578118e-05
1865,"Fondazione Accademia di Belle Arti ""P. Vannucci""",19.0,62.0,81.0,0.00017482730239295208,0.00020927651521737952
1866,Algebra University College,7.0,74.0,81.0,0.0001922461124088567,8.889225388518868e-06
1867,Accademia di Belle Arti di Urbino,47.0,34.0,81.0,0.00012042636148456331,3.843615859718107e-05
1868,SIGMUND FREUD PRIVATUNIVERSITAT WIEN GMBH,9.0,72.0,81.0,0.00013202458313646672,2.1460173431949088e-05
1869,Moray College UHI,1.0,80.0,81.0,0.0002128406380744369,0.0002993539563623757
1870,Kunstakademie Münster - Hochschule für Bildende Künste,41.0,40.0,81.0,0.0001746772860790303,3.82992122681242e-05
1871,Brest Business School - ESC Force Ouest,43.0,38.0,81.0,0.00011339822792412813,4.370131466854492e-06
1872,Scuola Superiore per Interpreti e Traduttori,71.0,10.0,81.0,7.030285188357738e-05,1.0748197042476112e-06
1873,"Conservatorio Statale di Musica ""E. F. Dall'Abaco""",33.0,47.0,80.0,0.00022876265488054433,7.975584041362577e-05
1874,Ecole Supérieure d'Art des Pyrénées,53.0,27.0,80.0,9.680469621914331e-05,0.00015242715186549605
1875,MARDIN ARTUKLU UNIVERSITESI,80.0,0.0,80.0,5.550937588093733e-05,0.0
1876,MUSEUM NATIONAL D'HISTOIRE NATURELLE,39.0,41.0,80.0,7.343686835514218e-05,1.625587963404282e-06
1877,UNIVERZA V NOVI GORICI,29.0,51.0,80.0,0.00013191344594928704,9.855842816404923e-05
1878,ELLINIKO MESOGEIAKO PANEPISTIMIO,50.0,30.0,80.0,0.00011648912433144735,5.165292746645985e-06
